Ticker,Name,Country,Sector,LastPrice,LastPrice+1M,T12M_DVDS_PAID,TRAIL_12M_EARN_FOR_COMMON,TOTAL_EQUITY,BS_TOT_ASSET,TRAIL_12M_CASH_FROM_OPER,TRAIL_12M_FREE_CASH_FLOW,TRAIL_12M_OPER_MARGIN,TRAIL_12M_GROSS_MARGIN,TRAIL_12M_NET_SALES,TRAIL_12M_ACCT_RCV_UNBILLED_REV,VOLATILITY_90D,CUR_MKT_CAP,TRAIL_12M_EBITDA,TRAIL_12M_INT_EXP,NET_DEBT
TDG UN Equity,TransDigm Group Inc,US,Industrials,224.73,213.58,-3.365,443.847,-1038.306,8427.05,520.938,466.067,39.6733,53.5568,2707.115,-25.418,26.012,12081.0626,1167.665,#N/A N/A,7713.309
ALK UN Equity,Alaska Air Group Inc,US,Industrials,70.4,73.9,-95,805,2365,6564,1367,564,23.2495,#N/A N/A,5527,#N/A N/A,38.013,8879.4546,1597,13,-548
MNK UN Equity,Mallinckrodt PLC,US,Health Care,58.09,65.03,0,324,5311.2,16404.1,896.4,748.4,13.6344,54.8316,3434.7,0.7,73.366,6531.3406,1140.8,255.6,6130.7
NWS UW Equity,News Corp,US,Consumer Discretionary,13.35,11.41,-29,-39,11801,14756,876,465,-0.9463,#N/A N/A,8454,-86,29.208,7613.7028,424,#N/A N/A,-1898
FCPT UN Equity,Four Corners Property Trust Inc,US,Financials,16.9,16.41,#N/A N/A,#N/A N/A,0.001,0.001,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,722.3399,#N/A N/A,#N/A N/A,-0.001
RICE UN Equity,Rice Energy Inc,US,Energy,11.67,9.16,0,93.2,2017.327,4225.61,309.107,-939.065,5.8658,31.0965,615.13,-86.392,77.828,1591.5956,330.068,76.204,1305.044
ODP UW Equity,Office Depot Inc,US,Consumer Discretionary,5.15,5.08,0,-91,1580,6459,121,-26,0.182,24.1121,14839,#N/A N/A,49.004,2825.9465,327,94,-345
SIRO UW Equity,Sirona Dental Systems Inc,US,Health Care,106.29,109.97,-1.3,186.2,1340.9,1902.3,239.2,186.4,22.2423,55.8168,1161.3,-49.9,21.608,5945.5778,328.1,#N/A N/A,-437.6
INOV UW Equity,Inovalon Holdings Inc,US,Health Care,16.88,17.19,0,63.504,716.902,1113.38,79.836,74.102,28.1299,67.6503,406.628,-28.482,54.064,2546.8623,134.505,4.445,-428.727
PDM UN Equity,Piedmont Office Realty Trust Inc,US,Financials,18.51,18.37,-128.373,59.86,2092.738,4739.874,191.139,-135.653,12.9547,#N/A N/A,592.019,#N/A N/A,18.836,2693.3586,274.017,74.874,2420.617
COTY UN Equity,Coty Inc,US,Consumer Staples,24.61,28.48,-71,347.6,977.7,6157,616.8,463.2,8.247,60.2677,4325.2,18.8,37.799,8541.2391,586.3,67,2376.5
TW UW Equity,Towers Watson & Co,US,Industrials,123,#N/A N/A,-42.584,426.802,2997.581,5264.354,618.129,547.406,16.1641,#N/A N/A,3662.467,-82.267,#N/A N/A,8541.6083,763.613,8.819,-405.66
AWH UN Equity,Allied World Assurance Co Holdings AG,US,Financials,36.59,32.39,-88.47,212.693,3555.405,13197.579,338.502,269.538,11.4504,#N/A N/A,2520.527,#N/A N/A,17.448,3326.5026,#N/A N/A,57.576,218.561
CBI UN Equity,Chicago Bridge & Iron Co NV,US,Industrials,38.82,33.54,-30.086,-288.28,2242.002,9909.303,439.918,308.469,-0.6541,11.6814,13026.226,143.443,49.764,4070.8409,89.173,90.116,2094.776
CHH UN Equity,Choice Hotels International Inc,US,Consumer Discretionary,43.72,51.83,-44.935,124.032,-400.643,712.762,144.286,113.416,26.8936,#N/A N/A,834.329,-10.272,28.414,2475.5444,235.636,42.167,618.129
IONS UW Equity,Ionis Pharmaceuticals Inc,US,Health Care,38.93,34.56,0,14.208,245.414,988.005,129.283,120.453,-0.865,#N/A N/A,316.993,24.487,72.624,4676.1823,7.225,34.686,-340.126
MAR UW Equity,Marriott International Inc/MD,US,Consumer Discretionary,61.28,68.15,-245,854,-3589,6153,1354,992,9.2824,14.6175,14339,#N/A N/A,32.393,15756.8594,1470,147,4209
YELP UN Equity,Yelp Inc,US,Information Technology,20.95,20.24,0,22.057,696.462,764.405,72.42,30.751,-1.3678,91.4402,505.867,-25.292,54.701,1581.2393,19.996,0,-368.939
WCC UN Equity,WESCO International Inc,US,Industrials,40.38,44.05,0,236.775,1759.848,4642.509,287.3,266.546,5.3314,20.0238,7652.447,92.152,40.093,1701.2587,473.374,#N/A N/A,1368.416
GDDY UN Equity,GoDaddy Inc,US,Information Technology,30.49,31.35,#N/A N/A,-102.472,631.2,3470.1,#N/A N/A,#N/A N/A,-2.9871,64.2972,1553.561,#N/A N/A,45.643,4753.6046,109.731,78.421,714.9
VER UN Equity,VEREIT Inc,US,Financials,7.71,8.02,-304.349,-553.419,9057.225,18704.888,865.871,762.098,-8.4618,#N/A N/A,1591.45,#N/A N/A,23.423,6977.2488,788.668,401.958,8676.844
RLGY UN Equity,Realogy Holdings Corp,US,Financials,32.8,31.97,0,196,2393,8029,547,465,10.1608,#N/A N/A,5659,1,29.543,4806.181,778,#N/A N/A,3665
BDN UN Equity,Brandywine Realty Trust,US,Financials,12.83,12.31,-115.135,22.726,2045.157,4741.621,246.57,-330.762,20.2208,#N/A N/A,596.449,#N/A N/A,25.048,2247.7737,320.202,114.652,2389.305
FTNT UW Equity,Fortinet Inc,US,Information Technology,28.14,28.4,0,17.334,795.386,1707.173,249.353,214.945,2.3408,71.1303,936.708,-48.105,51.224,4847.5105,49.641,#N/A N/A,-908.158
MKL UN Equity,Markel Corp,US,Financials,840.46,856.71,0,501.223,7754.091,25181.573,116.543,54.488,14.6826,#N/A N/A,5285.278,#N/A N/A,22.127,11724.6292,#N/A N/A,116.97,-20.684
ULTI UW Equity,Ultimate Software Group Inc/The,US,Information Technology,175.63,171.76,0,25.503,329.88,852.49,92.007,51.624,7.888,60.8934,582.861,-35.745,30.746,5032.7813,67.094,#N/A N/A,-132.626
DEI UN Equity,Douglas Emmett Inc,US,Financials,29.58,26.84,-120.734,55.11,2269.811,5943.856,257.657,-130.013,29.4429,#N/A N/A,626.43,#N/A N/A,22.642,4341.733,389.011,134.14,3464.181
MIDD UW Equity,Middleby Corp/The,US,Industrials,90.36,92.6,0,193.072,1134.314,2710.779,237.076,216.048,18.0825,39.1854,1726.886,4.711,32.408,5179.1942,355.566,#N/A N/A,699.837
SPR UN Equity,Spirit AeroSystems Holdings Inc,US,Industrials,42.4,46,0,543.8,2224.4,5937.7,1002.7,700,5.8149,16.8243,6608.9,223.9,31.647,5952.2441,562.3,55.8,98
ACHC UW Equity,Acadia Healthcare Co Inc,US,Health Care,61.03,55.41,0,100.113,1679.252,4145.239,188.325,-55.08,15.7852,#N/A N/A,1594.074,-18.62,45.485,5077.0411,307.519,#N/A N/A,2083.551
HTA UN Equity,Healthcare Trust of America Inc,US,Financials,28.04,27.81,-143.543,43.751,1438.107,3179.586,177.608,155.408,23.2788,#N/A N/A,396.769,#N/A N/A,20.279,3562.14,241.094,59.316,1564.819
CPT UN Equity,Camden Property Trust,US,Financials,76.3,74.74,-249.106,365.917,2968.552,6033.888,409.175,-41.004,26.5875,#N/A N/A,887.343,#N/A N/A,22.315,6627.5089,487.365,99.71,2704.832
CSGP UW Equity,CoStar Group Inc,US,Information Technology,175.37,177.06,0,-12.532,1509.958,2090.736,117.589,83.057,-0.1065,72.3374,674.851,-14.057,29.452,5697.5662,81.239,#N/A N/A,-5.509
PBYI UN Equity,Puma Biotechnology Inc,US,Health Care,41.74,44.78,0,-225.065,244.841,271.624,-139.898,-141.277,#N/A N/A,#N/A N/A,0,1.76,77.233,1353.8682,-225.088,0,-247.775
OC UN Equity,Owens Corning,US,Industrials,46.19,42.92,-77,254,3774,7511,774,352,9.6273,20.6031,5339,#N/A N/A,29.589,5385.0928,813,#N/A N/A,1938
TWTR UN Equity,Twitter Inc,US,Information Technology,16.8,18.12,0,-556.147,4274.163,6289.064,327.146,-8.461,-24.2123,67.3868,1986.637,-205.236,51.891,11473.5038,-193.205,97.508,-1887.08
TRU UN Equity,TransUnion,US,Industrials,24.74,26.37,0,-26.3,1390,4489.2,250.4,116.6,11.5773,64.7463,1456.3,-44.2,24.051,4509.2115,444.6,159,2065.1
SUNEQ UN Equity,SunEdison Inc,US,Information Technology,3.13,1.98,-52.3,-1161.1,4573,20714,-1337.1,-3196.9,-42.9177,17.6455,1864.5,-18.5,184.454,1154.4573,-372.7,653.6,9279
WPG UN Equity,WP Glimcher Inc,US,Financials,9.08,8.64,-47.055,29.323,1574.135,5601.912,316.266,179.648,18.9321,#N/A N/A,869.573,#N/A N/A,37.804,1682.5653,476.052,128.425,3274.091
ITT UN Equity,ITT Inc,US,Industrials,32.45,35.26,-41.9,348.8,1366.9,3478.3,259.9,151.3,14.9346,33.2701,2478.8,-28.8,30.855,2904.275,457.4,#N/A N/A,-504.7
CFX UN Equity,Colfax Corp,US,Industrials,22.14,25.31,0,203.676,3304.031,7039.896,336.374,281.352,7.9506,31.8632,4111.945,-20.222,44.326,2750.506,482.975,47.574,1327.537
1396926D UW Equity,Liberty Media Corp,US,Consumer Discretionary,35.59,34.9,0,93,18442,30680,1199,995,20.141,62.3024,4682,#N/A N/A,23.123,12012.8712,1302,314,6195
STR UN Equity,Questar Corp,US,Utilities,20.39,24.77,-144.6,220.3,1293.3,4187.4,445.1,92.4,34.6598,#N/A N/A,1143.4,#N/A N/A,24.278,3565.1163,629.9,63.2,1589
VSTO UN Equity,Vista Outdoor Inc,US,Consumer Discretionary,48.21,49.3,-214,71.304,1665.403,2963.868,208.471,168.403,8.2527,26.4894,2058.144,21.919,30.208,3003.7927,239.913,22.316,605.118
ZNGA UW Equity,Zynga Inc,US,Information Technology,2.46,2.11,0,-115.438,1920.429,2237.784,-43.567,-52.537,-18.1295,70.4366,771.495,-0.502,29.773,2295.1102,-79.178,#N/A N/A,-1074.236
CSX UW Equity,CSX Corp,US,Industrials,23.02,24.14,-671,1993,11660,34015,3553,751,30.2242,#N/A N/A,12222,123,#N/A N/A,22443.2284,4880,537,9140
ESV UN Equity,Ensco PLC,US,Energy,9.78,8.67,-282.2,-2588.7,9021.8,16440.8,1758.8,-8.8,-40.2694,42.4196,4394.9,#N/A N/A,65.46,2302.9465,-1204.9,211.3,4812.9
PANW UN Equity,Palo Alto Networks Inc,US,Information Technology,149.49,144.79,0,-173.614,626.5,2094.4,422.076,374.683,-13.6095,73.1594,1032.906,-80.124,36.661,12842.5291,-108.607,22.636,-269
LBRDK UW Equity,Liberty Broadband Corp,US,Consumer Discretionary,47,50.37,#N/A N/A,-68.59,3174.812,3611.517,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,58.719,#N/A N/A,26.184,4869.0335,#N/A N/A,#N/A N/A,-280.395
LBRDA UW Equity,Liberty Broadband Corp,US,Consumer Discretionary,47.6,50.29,#N/A N/A,-68.59,3174.812,3611.517,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,58.719,#N/A N/A,27.1,4869.0335,#N/A N/A,#N/A N/A,-280.395
VWR UW Equity,VWR Corp,US,Health Care,24.46,24.4,-25,149.6,1349.4,4852.8,261.2,226.2,7.4004,27.814,4307.9,-16.5,27.024,3213.0339,443,115.8,2093.3
SRC UN Equity,Spirit Realty Capital Inc,US,Financials,10.48,10.69,-282.492,137.495,3555.222,7892.233,335.073,-765.557,40.8566,#N/A N/A,653.461,#N/A N/A,25.939,4625.8128,525.822,224.898,3976.774
BRCD UW Equity,Brocade Communications Systems Inc,US,Information Technology,7.98,9.93,-67.47,340.362,2533.535,4038.178,447.499,378.756,21.7667,67.5105,2263.46,-19.283,30.515,3268.6555,577.487,55.578,-644.78
FANG UW Equity,Diamondback Energy Inc,US,Energy,75.55,71.25,0,-264.545,2289.72,2991.554,443.998,-533.596,-67.2746,39.8909,584.996,7.568,48.831,5348.7166,-170.765,41.828,445.173
MTW UN Equity,Manitowoc Co Inc/The,US,Industrials,3.3264,3.3496,-10.8,53.3,789.9,3804.8,163.8,98.6,5.0987,23.3354,3193,37.2,52.482,2149.9205,253.4,96.9,1563.3
WDAY UN Equity,Workday Inc,US,Information Technology,63.01,60.45,0,-268.256,1125.527,2511.153,211.131,79.074,-22.6815,67.9211,1065.192,-52.404,32.494,12097.92,-146.824,31.647,-1388.32
MORN UW Equity,Morningstar Inc,US,Financials,80.41,79.39,-32.886,126.914,680.1,1023.6,243.433,187.969,23.8613,58.3092,783.615,-4.328,17.165,3555.4763,249.331,0.725,-263
DDR UN Equity,DDR Corp,US,Financials,17.11,16.73,-258.54,-198.71,3438.336,9155.479,405.758,-24.549,-6.9161,#N/A N/A,1021.84,#N/A N/A,21.689,6196.0402,336.894,243.538,5202.537
AGO UN Equity,Assured Guaranty Ltd,US,Financials,23.78,24.81,-73,1159,5819,15034,191,191,72.4182,#N/A N/A,2353,#N/A N/A,33.054,3360.6965,#N/A N/A,101,1240
WFT UN Equity,Weatherford International PLC,US,Energy,6.74,6.4,0,-1252,5754,16799,967,20,-4.3057,16.9178,11148,906,72.856,5250.748,783,#N/A N/A,7185
N UN Equity,NetSuite Inc,US,Information Technology,69.37,60.42,0,-117.685,310.806,1093.27,100.301,59.207,-15.751,67.0701,692.789,-47.154,31.1,5514.1211,-44.528,14.551,-96.747
SBH UN Equity,Sally Beauty Holdings Inc,US,Consumer Discretionary,27.56,31.58,0,235.087,-297.821,2094.351,300.787,194.255,12.9181,49.4961,3834.343,4.029,35.176,4160.2467,584.716,116.842,1647.556
KATE UN Equity,Kate Spade & Co,US,Consumer Discretionary,17.81,19.82,0,82.147,173.416,922.288,98.408,31.558,3.2715,59.9044,1212.336,0.621,43.837,2274.2399,91.696,#N/A N/A,181.954
ASH UN Equity,Ashland Inc,US,Materials,94.76,95.29,-99,308,3037,10064,334,69,8.4818,29.1759,5388,#N/A N/A,23.408,5991.203,798,166,2472
GGP UN Equity,General Growth Properties Inc,US,Financials,28.04,27.52,-593.884,1454.069,8564.072,23789.795,910.318,-142.155,38.2192,#N/A N/A,2432.47,#N/A N/A,28.048,24745.1545,1663.007,631.301,14061.08
JUNO UW Equity,Juno Therapeutics Inc,US,Health Care,27.58,35.17,0,-346.034,1146.914,1488.662,6.731,-17.927,-2478.831,#N/A N/A,14.063,#N/A N/A,61.376,2775.0168,-344.722,#N/A N/A,-1257.934
TEX UN Equity,Terex Corp,US,Industrials,22.4,22.38,-24.6,209.4,1925.7,5878.9,237.5,141.2,5.5486,19.7844,6754.8,-83.4,78.956,2430.4,508,108.1,1596.5
TRN UN Equity,Trinity Industries Inc,US,Industrials,21.42,15.84,-63.7,712.4,3860.3,8805.3,1116.9,329.6,20.8603,25.9978,6507.1,55.2,42.736,3274.1599,1628.4,200.8,2606.7
DDS UN Equity,Dillard's Inc,US,Consumer Discretionary,70.41,83.69,-9.863,315.765,1817.155,4380.186,484.978,315.264,7.9739,36.5329,6816.716,-5.453,37.36,2585.0934,796.829,#N/A N/A,851.445
CNK UN Equity,Cinemark Holdings Inc,US,Consumer Discretionary,29.49,33.1,-115.807,206.425,1096.106,4044.256,457.822,136.934,14.9759,60.8753,2805.33,#N/A N/A,26.609,3418.7107,604.115,113.527,1530.716
ZTS UN Equity,Zoetis Inc,US,Health Care,43.05,41.06,-164,443,1254,6686,773,579,15.4022,63.9784,4811,#N/A N/A,30.029,21435.4763,938,116,3042
NCLH UW Equity,Norwegian Cruise Line Holdings Ltd,US,Consumer Discretionary,45.37,49.13,0,363.216,3918.894,11747.165,908.353,477.742,15.4,38.5879,4097.434,-9.143,40.794,10335.6662,1050.438,#N/A N/A,5453.561
IAC UW Equity,IAC/InterActiveCorp,US,Information Technology,51.94,44.42,-113.78,221.493,1870.418,4027.318,313.494,250.736,9.1937,74.6716,3212.959,-32.961,29.717,4310.3163,414.425,59.465,179.615
BC UN Equity,Brunswick Corp/DE,US,Consumer Discretionary,39.85,42.54,-46.1,246.4,1289.1,3127,346.9,203.2,9.1987,26.9799,4058.2,#N/A N/A,38.326,3628.1544,462.4,28.1,-201.3
KAR UN Equity,KAR Auction Services Inc,US,Industrials,33.42,35.41,-150,216.6,1377,5726.5,419,296,16.6615,43.7895,2563.4,#N/A N/A,20.63,4596.4163,635.2,88.1,1742.8
SWI UN Equity,SolarWinds Inc,US,Information Technology,59.95,59.98,0,90.291,483.815,827.757,202.265,186.755,24.5086,89.225,485.932,-10.056,35.259,4309.4661,158.842,0.577,-103.536
PINC UW Equity,Premier Inc,US,Health Care,31.94,32.52,-92.236,-20.754,1006.08,1692.276,340.904,267.389,25.575,60.3252,1048.556,#N/A N/A,28.403,4591.4284,329.191,#N/A N/A,-68.248
SNV UN Equity,Synovus Financial Corp,US,Financials,30.53,26.59,-63.585,210.618,3017.116,28167.827,405.654,376.528,31.8583,#N/A N/A,1204.145,#N/A N/A,27.234,3987.2308,#N/A N/A,115.699,916.255
AR UN Equity,Antero Resources Corp,US,Energy,27.17,22.85,0,1389.622,7110.424,13577.074,1035.975,-2121.071,16.8357,38.7765,2385.104,5.851,68.71,7527.4283,1108.04,222.923,4379.367
TSLA UW Equity,Tesla Motors Inc,US,Consumer Discretionary,191.2,191.93,0,-675.895,1360.837,7547.497,-581.052,-2173.341,-14.0204,25.5163,3788.306,3.887,42.168,25037.8932,-184.291,108.937,1207.167
CDW UW Equity,CDW Corp/DE,US,Information Technology,38.45,39.58,-46.3,365.6,1075.7,6741.5,379.4,314.9,5.7558,16.2443,12620.4,-269.8,27.711,6508.603,943.4,#N/A N/A,3170.3
CXP UN Equity,Columbia Property Trust Inc,US,Financials,22.27,20.27,#N/A N/A,90.676,2642.3,5222.679,240.759,164.283,17.1299,#N/A N/A,571.277,#N/A N/A,20.747,2769.5771,306.438,85.929,2333.468
HDS UW Equity,HD Supply Holdings Inc,US,Industrials,26.27,27.79,0,508,-126,5486,347,259,10.0679,33.1948,7221,-74,35.77,5257.5848,872,426,4317
CVI UN Equity,CVR Energy Inc,US,Energy,35.02,23.65,-195.4,170.3,1772.4,3541.4,721.8,532.9,6.5413,9.47,6258.7,97.9,39.731,3040.8233,573.3,47.7,-338.1
SSNC UW Equity,SS&C Technologies Holdings Inc,US,Information Technology,64.29,58.29,-43.71,67.371,2075.247,5777.223,208.834,196.211,18.8896,46.7531,900.128,-0.937,31.311,6426.0489,296.209,#N/A N/A,2325.132
NCR UN Equity,NCR Corp,US,Information Technology,21.34,23.36,0,-173,1687,7887,705,628,0.4953,22.0554,6461,-78,35.509,2827.55,334,177,2945
MXIM UW Equity,Maxim Integrated Products Inc,US,Information Technology,33.4,33.86,-323.533,33.915,2114.801,3944.886,694.046,634.095,2.6455,53.2697,2289.099,-0.539,37.134,9565.7048,398.313,#N/A N/A,-608.632
Z UW Equity,Zillow Group Inc,US,Information Technology,20.5,21.6,0,-134.051,2673.441,3162.449,50.75,0.043,-23.6782,90.2519,567.636,-1.729,45.07,3714.0827,-70.46,#N/A N/A,-306.759
ATHN UW Equity,athenahealth Inc,US,Health Care,141.8,129.07,0,15.041,512.15,1091.402,147.883,57.832,0.4706,60.7478,880.41,-42.144,55.728,5506.0899,114.402,5.103,183.288
Q UN Equity,Quintiles Transnational Holdings Inc,US,Health Care,60.83,62.71,0,371.061,-179.926,4033.736,525.333,444.31,11.1527,27.6937,5626.977,-130.188,27.642,7487.7552,752.685,102.293,1396.735
BRKR UW Equity,Bruker Corp,US,Health Care,22.33,25.98,0,66.3,768,1842.9,148.9,119,7.2267,43.112,1653.6,1.7,27.147,3748.721,171.6,#N/A N/A,-160.9
ARE UN Equity,Alexandria Real Estate Equities Inc,US,Financials,79.18,79.16,-214.126,65.582,3775.178,8737.344,325.612,-468.337,23.1889,#N/A N/A,808.193,#N/A N/A,23.087,5740.2927,434.428,99.771,4237.849
USM UN Equity,United States Cellular Corp,US,Telecommunication Services,37.64,41.4,0,221.67,3566.74,6938.384,397.166,-189.739,7.1414,52.472,4018.562,-37.1,28.968,3172.5823,877.973,75.913,780.391
G UN Equity,Genpact Ltd,US,Information Technology,23.92,26.43,0,221.156,1281.351,2789.005,346.615,287.35,13.3115,39.62,2416.046,-34.042,22.086,5087.5492,404.878,28.933,340.236
LSTR UW Equity,Landstar System Inc,US,Industrials,57.41,59.2,-57.601,148.325,478.701,953.022,177.356,172.15,7.2007,14.1071,3336.716,-18.171,27.826,2435.3056,268.676,3.125,-31.97
CSAL UW Equity,Communications Sales & Leasing Inc,US,Financials,19.21,18.85,#N/A N/A,#N/A N/A,-1092.186,2622.779,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,45.19,2892.0515,#N/A N/A,#N/A N/A,3296.907
MSM UN Equity,MSC Industrial Direct Co Inc,US,Industrials,64.81,69.58,-284.231,230.293,1332.87,2101.206,249.791,198.386,13.0405,45.2372,2910.379,-29.347,26.521,3986.8386,449.258,6.34,390.037
BKFS UN Equity,Black Knight Financial Services Inc,US,Information Technology,30.17,29.31,#N/A N/A,59.9,1814.2,3689.2,#N/A N/A,#N/A N/A,25.3066,#N/A N/A,913.2,#N/A N/A,25.21,4610.3368,420.1,105.2,1542.7
PTC UW Equity,PTC Inc,US,Information Technology,29.61,30.91,0,62.098,860.171,2209.913,179.903,149.275,4.4737,73.3331,1255.242,29.723,29.574,3391.2836,140.589,14.7,394.708
HHC UN Equity,Howard Hughes Corp/The,US,Financials,95.03,92.79,0,132.768,2335.526,5544.524,-41.63,-863.791,5.3723,#N/A N/A,774.748,#N/A N/A,35.152,3774.1009,134.157,53.413,1871.649
H UN Equity,Hyatt Hotels Corp,US,Consumer Discretionary,38.68,46.15,0,269,4134,7672,507,237,6.98,21.9637,4298,#N/A N/A,34.054,5369.7882,670,68,743
PRGO UN Equity,Perrigo Co PLC,US,Health Care,144.58,126.25,-69,144.3,10732,19703.1,1136.7,992.8,15.9913,38.8125,4997.1,-92.8,32.229,21166.8111,1396.7,#N/A N/A,4852
DDD UN Equity,3D Systems Corp,US,Information Technology,8.01,10.67,0,-57.575,1262.748,1481.509,12.605,-11.403,-10.7089,47.9554,670.238,21.796,71.758,897.7444,7.755,#N/A N/A,-148.558
TRGP UN Equity,Targa Resources Corp,US,Energy,22.47,26.88,-158.8,56.7,6379.9,13418.2,916.9,101.1,7.5098,16.9674,7044.1,249.9,96.944,1258.7754,1088,#N/A N/A,5835.9
IGT UN Equity,International Game Technology PLC,US,Consumer Discretionary,14.47,14.78,#N/A N/A,#N/A N/A,3519.659,15818.375,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,31.515,2872.6829,#N/A N/A,#N/A N/A,8196.098
BRX UN Equity,Brixmor Property Group Inc,US,Financials,26.62,23.43,-250.417,161.252,2931.687,9527.623,518.844,303.272,33.4097,#N/A N/A,1255.034,#N/A N/A,20.047,7945.767,797.635,249.637,5931.353
QGEN UW Equity,QIAGEN NV,US,Health Care,22.71,21.11,0,104.373,2520.279,4159.431,309.752,215.748,10.9725,63.3354,1292.856,-4.259,34.176,5443.746,332.623,37.711,629.377
WPC UN Equity,WP Carey Inc,US,Financials,58.25,56.69,-401.189,153.481,3634.944,8888.428,466.397,-720.358,34.2531,#N/A N/A,921.964,#N/A N/A,20.645,6081.505,591.815,190.105,4408.79
BLUE UW Equity,Bluebird Bio Inc,US,Health Care,41.36,46.22,0,-139.05,889.006,1017.641,-81.008,-87.031,-735.4533,#N/A N/A,18.994,0,124.502,1516.9573,-132.641,#N/A N/A,-901.711
ORCL UN Equity,Oracle Corp,US,Information Technology,36.31,36.78,-2471,9197,46332,106483,12903,11297,34.6213,79.5698,37474,9,24.365,152546.306,15699,1343,-10395
CST UN Equity,CST Brands Inc,US,Consumer Discretionary,38.74,32.44,-20,218,1571,3928,492,195,3.1611,12.2394,11610,#N/A N/A,25.789,2929.3002,578,56,974
SATS UW Equity,EchoStar Corp,US,Information Technology,35.13,44.7,0,152.768,3703.567,7289.143,785.62,-45.88,10.8752,41.9591,3197.014,#N/A N/A,27.045,3252.8123,886.739,135.066,641.446
MTCH UW Equity,Match Group Inc,US,Information Technology,12.55,10.89,#N/A N/A,#N/A N/A,962.146,1515.047,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,3052.8218,#N/A N/A,#N/A N/A,-97.114
SGEN UW Equity,Seattle Genetics Inc,US,Health Care,32.98,30.19,0,-122.314,696.238,907.34,-135.03,-151.451,-38.8886,88.7823,317.651,-19.681,51.447,4600.081,-109.388,#N/A N/A,-736.454
FLO UN Equity,Flowers Foods Inc,US,Consumer Staples,20.54,17.13,-117.481,184.955,1228.416,2752.243,374.27,287.798,7.5777,48.3611,3797.475,-5.656,30.78,4357.7919,417.741,26.735,888.328
SQ UN Equity,Square Inc,US,Information Technology,8.77,10.44,#N/A N/A,-168.6,236.462,597.946,#N/A N/A,#N/A N/A,-14.0957,28.7906,1143.652,#N/A N/A,#N/A N/A,2911.5935,-136.936,#N/A N/A,-173.961
CR UN Equity,Crane Co,US,Industrials,47.76,49.05,-76.525,220.112,1110.4,3402.7,266.217,226.437,12.8681,34.6236,2790.558,0.493,29.24,2773.1568,426.803,38.593,511.7
CCP UN Equity,Care Capital Properties Inc,US,Financials,29.94,26.51,#N/A N/A,#N/A N/A,1234.312,2971.271,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,21.793,2509.0399,#N/A N/A,#N/A N/A,1507.993
TUP UN Equity,Tupperware Brands Corp,US,Consumer Discretionary,46.43,49.96,-138.1,210,124.7,1663.3,267.2,201.4,14.3658,67.0813,2371.6,-22.8,42.163,2338.0648,403.3,47.2,802
RGC UN Equity,Regal Entertainment Group,US,Consumer Discretionary,17.25,19.69,-295.3,144.7,-902,2409.1,380.8,194.6,10.0416,61.484,3078.2,10,26.708,2699.0287,523,#N/A N/A,2249.7
IPGP UW Equity,IPG Photonics Corp,US,Information Technology,80.83,82.46,0,237.88,1215.886,1408.206,250.629,183.992,38.2127,54.6586,885.041,-30.596,36.42,4266.3143,378.48,#N/A N/A,-630.805
AWI UN Equity,Armstrong World Industries Inc,US,Industrials,33.5213,35.1246,-1.3,104.7,783.2,2694.4,243.2,74.7,8.8275,24.3426,2429.9,11.7,32.475,2141.164,332.7,45.6,763.8
CBOE UW Equity,CBOE Holdings Inc,US,Financials,66.62,62.5,-72.191,203.063,259.817,397.419,272.728,235.617,51.3102,#N/A N/A,645.086,-7.193,22.216,5493.1512,376.119,#N/A N/A,-121.678
MSGN UN Equity,MSG Networks Inc,US,Consumer Discretionary,17.49,16.42,0,26.942,-1246.337,863.134,147.838,133.774,31.9371,#N/A N/A,871.202,21.964,41.335,1307.0914,318.517,5.476,1323.713
TMUS UW Equity,T-Mobile US Inc,US,Telecommunication Services,40.15,37.1,0,496,16252,58473,4536,-56,5.194,50.9074,31960,#N/A N/A,#N/A N/A,32763.8997,6069,1415,22051
