Unique Key,Created Date,Closed Date,Agency,Agency Name,Complaint Type,Descriptor,Location Type,Incident Zip,Incident Address,Street Name,Cross Street 1,Cross Street 2,Intersection Street 1,Intersection Street 2,Address Type,City,Landmark,Facility Type,Status,Due Date,Resolution Description,Resolution Action Updated Date,Community Board,Borough,X Coordinate (State Plane),Y Coordinate (State Plane),Park Facility Name,Park Borough,School Name,School Number,School Region,School Code,School Phone Number,School Address,School City,School State,School Zip,School Not Found,School or Citywide Complaint,Vehicle Type,Taxi Company Borough,Taxi Pick Up Location,Bridge Highway Name,Bridge Highway Direction,Road Ramp,Bridge Highway Segment,Garage Lot Name,Ferry Direction,Ferry Terminal Name,Latitude,Longitude,Location
30867201,06/16/2015 03:04:51 PM,,DSNY,Department of Sanitation,Graffiti,Graffiti,Comercial,11374,66-05 WOODHAVEN BOULEVARD,WOODHAVEN BOULEVARD,,,,,ADDRESS,Rego Park,,N/A,Open,07/16/2015 03:04:51 PM,,06/16/2015 03:04:51 PM,06 QUEENS,QUEENS,1022112,200940,Unspecified,QUEENS,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.71812959270729,-73.86341531578508,"(40.71812959270729, -73.86341531578508)"
30867260,06/16/2015 03:04:51 PM,06/16/2015 03:15:10 PM,NYPD,New York City Police Department,Traffic,Truck Route Violation,Street/Sidewalk,11228,,,,,85 STREET,14 AVENUE,INTERSECTION,BROOKLYN,,Precinct,Closed,06/16/2015 11:04:51 PM,This complaint does not fall under the Police Department's jurisdiction.,06/16/2015 03:15:10 PM,10 BROOKLYN,BROOKLYN,981172,162733,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.613340363275306,-74.01108624866866,"(40.613340363275306, -74.01108624866866)"
30864396,06/16/2015 03:04:43 PM,06/16/2015 11:02:13 PM,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11220,563 62 STREET,62 STREET,5 AVENUE,6 AVENUE,,,ADDRESS,BROOKLYN,,Precinct,Closed,06/16/2015 11:04:43 PM,The Police Department issued a summons in response to the complaint.,06/16/2015 11:02:13 PM,07 BROOKLYN,BROOKLYN,979799,171558,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.63756255344205,-74.01603729836742,"(40.63756255344205, -74.01603729836742)"
30862113,06/16/2015 03:04:37 PM,06/16/2015 03:04:37 PM,DOB,Department of Buildings,Building/Use,Illegal Conversion Of Residential Building/Space,,10452,923 WALTON AVENUE,WALTON AVENUE,,,,,ADDRESS,BRONX,,N/A,Open,,,06/16/2015 12:00:00 AM,04 BRONX,BRONX,1005447,241081,Unspecified,BRONX,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.82836169883593,-73.92340655298733,"(40.82836169883593, -73.92340655298733)"
30867873,06/16/2015 03:04:32 PM,,DOHMH,Department of Health and Mental Hygiene,Food Establishment,Food Contaminated,Restaurant/Bar/Deli/Bakery,10065,851 LEXINGTON AVENUE,LEXINGTON AVENUE,EAST 64 STREET,EAST 65 STREET,,,ADDRESS,NEW YORK,,N/A,Assigned,08/15/2015 03:04:32 PM,"The Department of Health and Mental Hygiene has sent official written notification to the Owner/Landlord warning them of potential violations and instructing them to correct the situation.  If the situation persists 21 days after your initial complaint, please make a new complaint.",06/17/2015 03:15:40 PM,08 MANHATTAN,MANHATTAN,993754,218218,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.76562930717242,-73.96569050396343,"(40.76562930717242, -73.96569050396343)"
30866601,06/16/2015 03:04:26 PM,,DOT,Department of Transportation,Street Condition,Pothole,,11385,46-00 METROPOLITAN AVENUE,METROPOLITAN AVENUE,METROPOLITAN AVENUE,WOODWARD AVENUE,,,ADDRESS,Ridgewood,,N/A,Open,,,06/16/2015 03:04:26 PM,05 QUEENS,QUEENS,1005441,199405,Unspecified,QUEENS,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.713972026717045,-73.9235596455642,"(40.713972026717045, -73.9235596455642)"
30863942,06/16/2015 03:04:00 PM,06/16/2015 07:00:00 PM,DEP,Department of Environmental Protection,Water System,Possible Water Main Break (Use Comments) (WA1),,11203,3905 AVENUE D,AVENUE D,E 39 ST,E 40 ST,,,ADDRESS,BROOKLYN,,N/A,Closed,,,06/16/2015 07:00:00 PM,17 BROOKLYN,BROOKLYN,1000971,172998,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.64150037995735,-73.93974937971423,"(40.64150037995735, -73.93974937971423)"
30863961,06/16/2015 03:03:54 PM,,DOHMH,Department of Health and Mental Hygiene,Indoor Sewage,Sewage Odor,3+ Family Apt. Building,11207,535 WILLIAMS AVENUE,WILLIAMS AVENUE,WILLIAMS AVENUE,ALABAMA AVENUE,,,ADDRESS,BROOKLYN,,N/A,Open,07/16/2015 03:03:54 PM,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in agency contact or an inspection. Status will be available 37 days after the date of your complaint by calling 311 or going online to www.nyc.gov/311. Note your Service Request number for future reference.,,05 BROOKLYN,BROOKLYN,1012808,180698,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.66260493165964,-73.89706465782085,"(40.66260493165964, -73.89706465782085)"
30861323,06/16/2015 03:03:50 PM,06/16/2015 03:03:50 PM,DOB,Department of Buildings,Special Enforcement,SEP - Professional Certification Compliance Audit,,11357,141-07 20 AVENUE,20 AVENUE,,,,,ADDRESS,Whitestone,,N/A,Open,,,06/16/2015 12:00:00 AM,07 QUEENS,QUEENS,1032080,224109,Unspecified,QUEENS,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.781674250172095,-73.82729170338472,"(40.781674250172095, -73.82729170338472)"
30865930,06/16/2015 03:03:46 PM,06/17/2015 07:06:32 AM,DOF,Department of Finance,DOF Literature Request,Property Tax Exemption Application for Owners - English,,,,,,,,,,,,N/A,Closed,06/24/2015 07:00:48 AM,The literature you requested has been mailed to you. Please allow additional time for delivery.,06/17/2015 07:06:32 AM,0 Unspecified,Unspecified,,,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,,,
30860485,06/16/2015 03:03:33 PM,,DOT,Department of Transportation,Street Condition,Pothole,,11211,98 POWERS STREET,POWERS STREET,LEONARD STREET,MANHATTAN AVENUE,,,ADDRESS,BROOKLYN,,N/A,Open,,,06/16/2015 03:03:33 PM,01 BROOKLYN,BROOKLYN,998964,198716,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.71209402896664,-73.94692503364844,"(40.71209402896664, -73.94692503364844)"
30860915,06/16/2015 03:03:25 PM,06/16/2015 03:03:25 PM,DOB,Department of Buildings,Building/Use,Illegal Conversion Of Residential Building/Space,,11377,43-28 53 STREET,53 STREET,,,,,ADDRESS,Woodside,,N/A,Open,,,06/16/2015 12:00:00 AM,02 QUEENS,QUEENS,1008730,210278,Unspecified,QUEENS,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.74380725206093,-73.91165598891533,"(40.74380725206093, -73.91165598891533)"
30865143,06/16/2015 03:03:00 PM,,DEP,Department of Environmental Protection,Water System,Hydrant Defective (WC2),,11427,80-38 209 STREET,209 STREET,UNION TPKE,82 AVE,,,ADDRESS,Queens Village,,N/A,Open,,,,11 QUEENS,QUEENS,1050406,206118,Unspecified,QUEENS,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.732175557543954,-73.7612960605377,"(40.732175557543954, -73.7612960605377)"
30865531,06/16/2015 03:03:00 PM,06/17/2015 12:00:00 PM,DSNY,BCC - Queens East,Litter Basket / Request,10 Litter Basket / Request,Sidewalk,11694,102-06 ROCKAWAY BEACH BOULEVARD,ROCKAWAY BEACH BOULEVARD,BEACH 102 STREET,BEACH 105 STREET,,,ADDRESS,Rockaway Park,,DSNY Garage,Closed,,,06/17/2015 12:00:00 PM,14 QUEENS,QUEENS,1033312,152020,Unspecified,QUEENS,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.58380010952142,-73.82336799386496,"(40.58380010952142, -73.82336799386496)"
30867125,06/16/2015 03:02:53 PM,06/17/2015 07:06:31 AM,DOF,Department of Finance,DOF Literature Request,Property Tax Exemption Application for Owners - English,,,,,,,,,,,,N/A,Closed,06/24/2015 07:00:48 AM,The literature you requested has been mailed to you. Please allow additional time for delivery.,06/17/2015 07:06:31 AM,0 Unspecified,Unspecified,,,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,,,
30864787,06/16/2015 03:02:41 PM,,CHALL,CHALL,Opinion for the Mayor,PUBLICSAFETY,,,,,,,,,,,,,Email Sent,06/30/2015 03:03:17 PM,"Your comments have been submitted to the Mayor’s Office. If you provided contact information, the agency will contact you within 14 days. No further status will be available at 311.",,0 Unspecified,Unspecified,,,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,1-1-1116275382,,,,,,
30859620,06/16/2015 03:02:33 PM,,DPR,Department of Parks and Recreation,Root/Sewer/Sidewalk Condition,Trees and Sidewalks Program,Street,11377,28-26 50 STREET,50 STREET,28 AVENUE,30 AVENUE,,,ADDRESS,WOODSIDE,,N/A,Open,07/16/2015 03:02:33 PM,The Department of Parks and Recreation usually requires 30 days to inspect this type of complaint. Please note your Service Request number for future reference.,,01 QUEENS,QUEENS,1010305,216718,Unspecified,QUEENS,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.7614789100597,-73.90594714178913,"(40.7614789100597, -73.90594714178913)"
30864417,06/16/2015 03:02:33 PM,06/16/2015 05:15:04 PM,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11220,569 68 STREET,68 STREET,VISTA PLACE,6 AVENUE,,,ADDRESS,BROOKLYN,,Precinct,Closed,06/16/2015 11:02:33 PM,The Police Department issued a summons in response to the complaint.,06/16/2015 05:15:04 PM,10 BROOKLYN,BROOKLYN,979010,170016,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.633329659862184,-74.01887892909131,"(40.633329659862184, -74.01887892909131)"
30865976,06/16/2015 03:02:31 PM,,DOT,Department of Transportation,Street Condition,Line/Marking - Faded,Street,11385,63-31 FOREST AVENUE,FOREST AVENUE,MENAHAN STREET,GROVE STREET,,,ADDRESS,RIDGEWOOD,,N/A,Assigned,07/16/2015 03:02:31 PM,The Department of Transportation requires 30 days to respond to this type of complaint.  Please note your Service Request number for future reference.,,05 QUEENS,QUEENS,1010684,197895,Unspecified,QUEENS,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.709813327022694,-73.90465299384712,"(40.709813327022694, -73.90465299384712)"
30871141,06/16/2015 03:02:23 PM,06/17/2015 01:55:00 PM,DOT,Department of Transportation,Street Condition,Pothole,,11236,EAST   88 STREET,EAST   88 STREET,FARRAGUT ROAD,GLENWOOD ROAD,,,BLOCKFACE,BROOKLYN,,N/A,Closed,,,06/17/2015 01:55:00 PM,18 BROOKLYN,BROOKLYN,1009104,173171,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.64195613915778,-73.91044319792353,"(40.64195613915778, -73.91044319792353)"
30861998,06/16/2015 03:02:21 PM,06/17/2015 12:12:58 AM,NYPD,New York City Police Department,Blocked Driveway,Partial Access,Street/Sidewalk,11432,187-39 87 ROAD,87 ROAD,CHEVY CHASE STREET,188 STREET,,,ADDRESS,JAMAICA,,Precinct,Closed,06/16/2015 11:02:21 PM,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,06/17/2015 12:12:58 AM,08 QUEENS,QUEENS,1046610,200333,Unspecified,QUEENS,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.71632476520068,-73.77504632144155,"(40.71632476520068, -73.77504632144155)"
30860796,06/16/2015 03:02:06 PM,,DOT,Department of Transportation,Broken Muni Meter,Out of Order,Street,11372,90-14 37 AVENUE,37 AVENUE,90 STREET,91 STREET,,,ADDRESS,JACKSON HEIGHTS,,N/A,Open,07/06/2015 03:02:06 PM,The Department of Transportation requires 20 days to respond to this type of complaint.  Please note your Service Request number for future reference.,,03 QUEENS,QUEENS,1018429,212745,Unspecified,QUEENS,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.7505463736924,-73.87664150725183,"(40.7505463736924, -73.87664150725183)"
30859472,06/16/2015 03:02:00 PM,,DSNY,BCC - Manhattan,Dirty Conditions,E2 Receptacle Violation,Sidewalk,10026,2162 FREDRICK DOUGLAS BOULEVARD,FREDRICK DOUGLAS BOULEVARD,WEST 116 STREET,WEST 117 STREET,,,ADDRESS,NEW YORK,,DSNY Garage,Open,,,,10 MANHATTAN,MANHATTAN,996693,232503,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.80483416819229,-73.95505423848033,"(40.80483416819229, -73.95505423848033)"
30860362,06/16/2015 03:02:00 PM,,DEP,Department of Environmental Protection,Sewer,Catch Basin Clogged/Flooding (Use Comments) (SC),,10473,912 SOUNDVIEW AVENUE,SOUNDVIEW AVENUE,STORY AVE,NOBLE AVE,,,ADDRESS,BRONX,,N/A,Open,,,,09 BRONX,BRONX,1020742,239262,Unspecified,BRONX,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.82331911704915,-73.86814940975937,"(40.82331911704915, -73.86814940975937)"
30866258,06/16/2015 03:01:58 PM,06/16/2015 03:01:58 PM,DOB,Department of Buildings,Special Enforcement,SEP - Professional Certification Compliance Audit,,11357,141-07 20 AVENUE,20 AVENUE,,,,,ADDRESS,Whitestone,,N/A,Open,,,06/16/2015 12:00:00 AM,07 QUEENS,QUEENS,1032080,224109,Unspecified,QUEENS,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.781674250172095,-73.82729170338472,"(40.781674250172095, -73.82729170338472)"
30873266,06/16/2015 03:01:22 PM,06/17/2015 11:12:00 AM,DOT,Department of Transportation,Street Condition,Pothole,,11236,,,,,EAST 108 STREET,FLATLANDS AVENUE,INTERSECTION,BROOKLYN,,N/A,Closed,,,06/17/2015 11:12:00 AM,18 BROOKLYN,BROOKLYN,1014066,175710,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.648909827001845,-73.89255234109622,"(40.648909827001845, -73.89255234109622)"
30864885,06/16/2015 03:01:16 PM,06/16/2015 03:01:16 PM,DOB,Department of Buildings,General Construction/Plumbing,Failure To Maintain,,11211,355 GRAHAM AVENUE,GRAHAM AVENUE,,,,,ADDRESS,BROOKLYN,,N/A,Open,,,06/16/2015 12:00:00 AM,01 BROOKLYN,BROOKLYN,999640,199803,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.71507643403963,-73.94448414529731,"(40.71507643403963, -73.94448414529731)"
30865713,06/16/2015 03:01:16 PM,06/16/2015 03:01:16 PM,DOB,Department of Buildings,Building/Use,No Certificate Of Occupancy/Illegal/Contrary To CO,,11221,533A QUINCY STREET,QUINCY STREET,,,,,ADDRESS,BROOKLYN,,N/A,Open,,,06/16/2015 12:00:00 AM,03 BROOKLYN,BROOKLYN,1001444,190094,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.68842418863467,-73.93800142401759,"(40.68842418863467, -73.93800142401759)"
30861662,06/16/2015 03:01:14 PM,,DPR,Department of Parks and Recreation,Overgrown Tree/Branches,Hitting Building,Street,11369,87-01 32 AVENUE,32 AVENUE,87 STREET,88 STREET,,,ADDRESS,EAST ELMHURST,,N/A,Open,06/24/2015 03:01:14 PM,"The Department of Parks and Recreation prunes street trees on a seven year pruning cycle.  However, the Department of Parks and Recreation reviews service requests for street tree pruning and as warranted, will take immediate action to correct the condition.",,03 QUEENS,QUEENS,1017206,215526,Unspecified,QUEENS,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.75818414780282,-73.88104191008564,"(40.75818414780282, -73.88104191008564)"
30866709,06/16/2015 03:01:07 PM,06/17/2015 07:06:27 AM,DOF,Department of Finance,DOF Literature Request,SCRIE - Application for Seniors Not Enrolled - English,,,,,,,,,,,,N/A,Closed,06/24/2015 07:00:48 AM,The literature you requested has been mailed to you. Please allow additional time for delivery.,06/17/2015 07:06:27 AM,0 Unspecified,Unspecified,,,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,,,
30860859,06/16/2015 03:01:05 PM,06/17/2015 12:12:59 AM,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11367,,,,,69 AVENUE,MAIN STREET,INTERSECTION,FLUSHING,,Precinct,Closed,06/16/2015 11:01:05 PM,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,06/17/2015 12:12:59 AM,08 QUEENS,QUEENS,1032987,205773,Unspecified,QUEENS,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.73134175228967,-73.82414955948047,"(40.73134175228967, -73.82414955948047)"
30867394,06/16/2015 03:01:00 PM,06/16/2015 04:25:00 PM,DOT,Department of Transportation,Traffic Signal Condition,Controller,,,,,,,BRUCKNER EXPY W S/R,ROBERTS AVE,INTERSECTION,,,N/A,Closed,,,06/16/2015 04:25:00 PM,Unspecified BRONX,BRONX,,,Unspecified,BRONX,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,,,
30864878,06/16/2015 03:00:29 PM,06/16/2015 03:00:29 PM,DOB,Department of Buildings,Special Enforcement,SEP - Professional Certification Compliance Audit,,11357,141-07 20 AVENUE,20 AVENUE,,,,,ADDRESS,Whitestone,,N/A,Open,,,06/16/2015 12:00:00 AM,07 QUEENS,QUEENS,1032080,224109,Unspecified,QUEENS,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.781674250172095,-73.82729170338472,"(40.781674250172095, -73.82729170338472)"
30859961,06/16/2015 03:00:19 PM,,DOT,Department of Transportation,Street Condition,Line/Marking - Faded,Street,11385,60-01 METRO AVENUE,METRO AVENUE,60 STREET,60 STREET,,,ADDRESS,RIDGEWOOD,,N/A,Assigned,07/16/2015 03:00:19 PM,The Department of Transportation requires 30 days to respond to this type of complaint.  Please note your Service Request number for future reference.,,05 QUEENS,QUEENS,1010502,199013,Unspecified,QUEENS,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.7128825113271,-73.90530510500798,"(40.7128825113271, -73.90530510500798)"
30870054,06/16/2015 03:00:14 PM,06/17/2015 10:43:00 AM,DOT,Department of Transportation,Street Condition,Pothole,,11236,GLENWOOD ROAD,GLENWOOD ROAD,EAST   89 STREET,REMSEN AVENUE,,,BLOCKFACE,BROOKLYN,,N/A,Closed,,,06/17/2015 10:43:00 AM,18 BROOKLYN,BROOKLYN,1009776,172998,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.641479380288345,-73.90802242624609,"(40.641479380288345, -73.90802242624609)"
30862230,06/16/2015 03:00:06 PM,06/16/2015 03:00:06 PM,DOB,Department of Buildings,Building/Use,Illegal Conversion Of Residential Building/Space,,11207,2756 FULTON STREET,FULTON STREET,,,,,ADDRESS,BROOKLYN,,N/A,Open,,,06/16/2015 12:00:00 AM,05 BROOKLYN,BROOKLYN,1013945,186248,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.67783468925125,-73.89294197486404,"(40.67783468925125, -73.89294197486404)"
30859376,06/16/2015 03:00:00 PM,,DOT,Department of Transportation,Street Light Condition,Street Light Out,,11427,89-84 212 PLACE,212 PLACE,89 AVE,90 AVE,,,ADDRESS,Queens Village,,N/A,Open,,,,13 QUEENS,QUEENS,1053500,202598,Unspecified,QUEENS,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.72249037164505,-73.75016857880989,"(40.72249037164505, -73.75016857880989)"
